inverter_name,event_name,event_code,event_type,time_start_utc,time_end_utc,duration_min,description
SKB-TS1-INV03,AlarmWorkState1-DispatchRun,1004,Alarm,2026-03-20T11:05:56.2700000Z,2026-03-20T11:27:28.3420000Z,0.0,DispatchRun
SKB-TS2-INV06,AlarmWorkState1-DispatchRun,1004,Alarm,2026-03-20T11:05:56.2840000Z,2026-03-20T11:27:28.3450000Z,0.0,DispatchRun
SKB-TS1-INV08,AlarmWorkState1-DispatchRun,1004,Alarm,2026-03-20T11:05:56.3870000Z,2026-03-20T11:27:28.4670000Z,0.0,DispatchRun
SKB-TS2-INV02,AlarmWorkState1-DispatchRun,1004,Alarm,2026-03-20T11:05:56.3920000Z,2026-03-20T11:27:28.4750000Z,0.0,DispatchRun
SKB-TS1-INV04,AlarmWorkState1-DispatchRun,1004,Alarm,2026-03-20T11:05:56.4210000Z,2026-03-20T11:27:28.5260000Z,0.0,DispatchRun
SKB-TS2-INV03,AlarmWorkState1-DispatchRun,1004,Alarm,2026-03-20T11:05:56.4460000Z,2026-03-20T11:27:28.5560000Z,0.0,DispatchRun
SKB-TS1-INV07,AlarmWorkState1-DispatchRun,1004,Alarm,2026-03-20T11:05:56.5300000Z,2026-03-20T11:27:28.6840000Z,0.0,DispatchRun
SKB-TS1-INV05,AlarmWorkState1-DispatchRun,1004,Alarm,2026-03-20T11:05:56.7050000Z,2026-03-20T11:27:28.9140000Z,0.0,DispatchRun
SKB-TS2-INV04,AlarmWorkState1-DispatchRun,1004,Alarm,2026-03-20T11:05:56.7180000Z,2026-03-20T11:27:28.9370000Z,0.0,DispatchRun
SKB-TS2-INV01,AlarmWorkState1-DispatchRun,1004,Alarm,2026-03-20T11:06:25.1870000Z,2026-03-20T11:27:25.1610000Z,0.0,DispatchRun
SKB-TS1-INV02,AlarmWorkState1-DispatchRun,1004,Alarm,2026-03-20T11:06:27.5260000Z,2026-03-20T11:27:28.7630000Z,0.0,DispatchRun
SKB-TS2-INV08,AlarmWorkState1-DispatchRun,1004,Alarm,2026-03-20T11:06:27.6260000Z,2026-03-20T11:27:28.7890000Z,0.0,DispatchRun
SKB-TS1-INV02,AlarmWorkState1-AlarmRun,1001,Alarm,2026-03-20T11:27:28.7630000Z,2026-03-20T11:27:58.5210000Z,0.0,AlarmRun
SKB-TS2-INV01,AlarmWorkState1-DispatchRun,1004,Alarm,2026-03-20T11:27:55.1550000Z,2026-03-20T11:28:26.4470000Z,0.0,DispatchRun
SKB-TS2-INV05,AlarmWorkState1-DispatchRun,1004,Alarm,2026-03-20T11:27:58.0960000Z,2026-03-20T11:28:26.6370000Z,0.0,DispatchRun
SKB-TS1-INV01,AlarmWorkState1-DispatchRun,1004,Alarm,2026-03-20T11:27:58.0980000Z,2026-03-20T11:28:27.6450000Z,0.0,DispatchRun
