date,inverter_name,energy_kwh,max_power_kw,rated_kw,capacity_factor_pct
2026-01-28,FJL-TS3-INV01,115.08,36.6,252.5,1.9
2026-01-28,FJL-TS3-INV02,120.66,40.35,252.5,1.99
2026-01-28,FJL-TS3-INV03,122.87,41.0,252.5,2.03
2026-01-28,FJL-TS3-INV04,93.06,29.44,252.5,1.54
2026-01-28,FJL-TS3-INV05,77.38,23.05,252.5,1.28
2026-01-28,FJL-TS3-INV06,93.94,28.38,252.5,1.55
2026-01-28,FJL-TS3-INV07,95.58,30.36,252.5,1.58
2026-01-28,FJL-TS3-INV08,98.56,31.66,252.5,1.63
2026-01-28,FJL-TS4-INV01,104.42,32.36,252.5,1.72
2026-01-28,FJL-TS4-INV02,63.73,22.56,252.5,1.05
2026-01-28,FJL-TS4-INV03,49.03,16.04,252.5,0.81
2026-01-28,FJL-TS4-INV04,89.76,33.87,252.5,1.48
2026-01-28,FJL-TS4-INV05,113.76,39.24,252.5,1.88
2026-01-28,FJL-TS4-INV06,87.93,26.33,252.5,1.45
2026-01-28,FJL-TS4-INV07,105.61,33.06,252.5,1.74
2026-01-28,FJL-TS4-INV08,128.04,43.62,252.5,2.11
2026-01-28,FJL-TS5-INV01,75.62,26.27,252.5,1.25
2026-01-28,FJL-TS5-INV02,73.89,23.94,252.5,1.22
2026-01-28,FJL-TS5-INV03,84.82,26.79,252.5,1.4
2026-01-28,FJL-TS5-INV04,54.83,16.23,252.5,0.9
2026-01-28,FJL-TS5-INV05,53.0,15.78,252.5,0.87
2026-01-28,FJL-TS5-INV06,67.63,20.15,252.5,1.12
2026-01-28,FJL-TS5-INV07,66.26,20.24,252.5,1.09
2026-01-28,FJL-TS5-INV08,78.97,25.3,252.5,1.3
2026-01-28,FJL-TS5-INV09,65.34,19.73,252.5,1.08
2026-01-28,FJL-TS5-INV10,69.52,20.61,252.5,1.15
2026-01-28,FJL-TS6-INV01,61.44,18.39,252.5,1.01
2026-01-28,FJL-TS6-INV02,69.22,20.49,252.5,1.14
2026-01-28,FJL-TS6-INV03,91.7,29.03,252.5,1.51
2026-01-28,FJL-TS6-INV04,109.25,35.97,252.5,1.8
2026-01-28,FJL-TS6-INV05,92.89,28.03,252.5,1.53
2026-01-28,FJL-TS6-INV06,76.92,23.27,252.5,1.27
2026-01-28,FJL-TS6-INV07,81.09,24.56,252.5,1.34
2026-01-28,FJL-TS6-INV08,75.19,23.37,252.5,1.24
2026-01-28,FJL-TS6-INV09,92.63,29.49,252.5,1.53
2026-01-28,FJL-TS6-INV10,81.72,25.37,252.5,1.35
2026-01-29,FJL-TS1-INV01,85.88,38.2,252.5,1.42
2026-01-29,FJL-TS1-INV02,90.99,40.24,252.5,1.5
2026-01-29,FJL-TS1-INV03,80.99,33.55,252.5,1.34
2026-01-29,FJL-TS1-INV04,72.24,32.03,252.5,1.19
2026-01-29,FJL-TS1-INV05,71.44,31.45,252.5,1.18
2026-01-29,FJL-TS1-INV06,76.04,32.74,252.5,1.25
2026-01-29,FJL-TS1-INV07,67.51,28.69,252.5,1.11
2026-01-29,FJL-TS1-INV08,70.94,29.02,252.5,1.17
2026-01-29,FJL-TS1-INV09,77.22,33.15,252.5,1.27
2026-01-29,FJL-TS1-INV10,65.87,27.22,252.5,1.09
2026-01-29,FJL-TS2-INV01,64.11,30.04,252.5,1.06
2026-01-29,FJL-TS2-INV02,84.28,39.36,252.5,1.39
2026-01-29,FJL-TS2-INV03,82.23,36.44,252.5,1.36
2026-01-29,FJL-TS2-INV04,73.8,32.6,252.5,1.22
2026-01-29,FJL-TS2-INV05,83.76,36.46,252.5,1.38
2026-01-29,FJL-TS2-INV06,78.91,35.3,252.5,1.3
2026-01-29,FJL-TS2-INV07,74.52,34.75,252.5,1.23
2026-01-29,FJL-TS2-INV08,76.33,31.98,252.5,1.26
