ar,region,effektklass,solcellsanlaggningar_antal,installerad_effekt_(mw)
2016,1256 Östra Göinge,> 1 000 kW,0.0,0.0
2016,1256 Östra Göinge,Totalt,32.0,0.28
2016,1257 Örkelljunga,< 20 kW,14.0,0.09
2016,1257 Örkelljunga,20 kW - 1 000 kW,1.0,0.05
2016,1257 Örkelljunga,> 1 000 kW,0.0,0.0
2016,1257 Örkelljunga,Totalt,15.0,0.14
2016,1260 Bjuv,< 20 kW,9.0,0.09
2016,1260 Bjuv,20 kW - 1 000 kW,1.0,0.02
2016,1260 Bjuv,> 1 000 kW,0.0,0.0
2016,1260 Bjuv,Totalt,10.0,0.11
2016,1261 Kävlinge,< 20 kW,33.0,0.27
2016,1261 Kävlinge,20 kW - 1 000 kW,4.0,0.16
2016,1261 Kävlinge,> 1 000 kW,0.0,0.0
2016,1261 Kävlinge,Totalt,37.0,0.42
2016,1262 Lomma,< 20 kW,10.0,0.05
2016,1262 Lomma,20 kW - 1 000 kW,2.0,0.07
2016,1262 Lomma,> 1 000 kW,0.0,0.0
2016,1262 Lomma,Totalt,12.0,0.12
2016,1263 Svedala,< 20 kW,7.0,0.07
2016,1263 Svedala,20 kW - 1 000 kW,6.0,0.22
2016,1263 Svedala,> 1 000 kW,0.0,0.0
2016,1263 Svedala,Totalt,13.0,0.29
2016,1264 Skurup,< 20 kW,13.0,0.13
2016,1264 Skurup,20 kW - 1 000 kW,3.0,0.07
2016,1264 Skurup,> 1 000 kW,0.0,0.0
2016,1264 Skurup,Totalt,16.0,0.2
2016,1265 Sjöbo,< 20 kW,26.0,0.2
2016,1265 Sjöbo,20 kW - 1 000 kW,6.0,0.14
2016,1265 Sjöbo,> 1 000 kW,0.0,0.0
2016,1265 Sjöbo,Totalt,32.0,0.34
2016,1266 Hörby,< 20 kW,25.0,0.21
2016,1266 Hörby,20 kW - 1 000 kW,3.0,0.07
2016,1266 Hörby,> 1 000 kW,0.0,0.0
2016,1266 Hörby,Totalt,28.0,0.28
2016,1267 Höör,< 20 kW,29.0,0.23
2016,1267 Höör,20 kW - 1 000 kW,3.0,0.11
2016,1267 Höör,> 1 000 kW,0.0,0.0
2016,1267 Höör,Totalt,32.0,0.34
2016,1270 Tomelilla,< 20 kW,28.0,0.24
2016,1270 Tomelilla,20 kW - 1 000 kW,5.0,0.24
2016,1270 Tomelilla,> 1 000 kW,0.0,0.0
2016,1270 Tomelilla,Totalt,33.0,0.48
2016,1272 Bromölla,< 20 kW,21.0,0.13
2016,1272 Bromölla,20 kW - 1 000 kW,0.0,0.0
2016,1272 Bromölla,> 1 000 kW,0.0,0.0
2016,1272 Bromölla,Totalt,21.0,0.13
2016,1273 Osby,< 20 kW,23.0,0.15
2016,1273 Osby,20 kW - 1 000 kW,1.0,0.02
2016,1273 Osby,> 1 000 kW,0.0,0.0
2016,1273 Osby,Totalt,24.0,0.17
2016,1275 Perstorp,< 20 kW,6.0,0.06
2016,1275 Perstorp,20 kW - 1 000 kW,0.0,0.0
2016,1275 Perstorp,> 1 000 kW,0.0,0.0
2016,1275 Perstorp,Totalt,6.0,0.06
2016,1276 Klippan,< 20 kW,17.0,0.15
2016,1276 Klippan,20 kW - 1 000 kW,0.0,0.0
2016,1276 Klippan,> 1 000 kW,0.0,0.0
2016,1276 Klippan,Totalt,17.0,0.15
2016,1277 Åstorp,< 20 kW,4.0,0.06
2016,1277 Åstorp,20 kW - 1 000 kW,0.0,0.0
2016,1277 Åstorp,> 1 000 kW,0.0,0.0
2016,1277 Åstorp,Totalt,4.0,0.06
2016,1278 Båstad,< 20 kW,28.0,0.17
2016,1278 Båstad,20 kW - 1 000 kW,2.0,0.05
2016,1278 Båstad,> 1 000 kW,0.0,0.0
2016,1278 Båstad,Totalt,30.0,0.22
2016,1280 Malmö,< 20 kW,68.0,0.48
2016,1280 Malmö,20 kW - 1 000 kW,33.0,2.12
2016,1280 Malmö,> 1 000 kW,0.0,0.0
2016,1280 Malmö,Totalt,101.0,2.61
2016,1281 Lund,< 20 kW,100.0,0.56
2016,1281 Lund,20 kW - 1 000 kW,18.0,0.82
2016,1281 Lund,> 1 000 kW,0.0,0.0
2016,1281 Lund,Totalt,118.0,1.38
2016,1282 Landskrona,< 20 kW,16.0,0.11
2016,1282 Landskrona,20 kW - 1 000 kW,1.0,0.04
2016,1282 Landskrona,> 1 000 kW,0.0,0.0
2016,1282 Landskrona,Totalt,17.0,0.15
2016,1283 Helsingborg,< 20 kW,84.0,0.8
2016,1283 Helsingborg,20 kW - 1 000 kW,32.0,2.26
2016,1283 Helsingborg,> 1 000 kW,0.0,0.0
2016,1283 Helsingborg,Totalt,116.0,3.05
2016,1284 Höganäs,< 20 kW,34.0,0.24
2016,1284 Höganäs,20 kW - 1 000 kW,3.0,0.11
2016,1284 Höganäs,> 1 000 kW,0.0,0.0
2016,1284 Höganäs,Totalt,37.0,0.34
2016,1285 Eslöv,< 20 kW,41.0,0.31
2016,1285 Eslöv,20 kW - 1 000 kW,3.0,0.1
2016,1285 Eslöv,> 1 000 kW,0.0,0.0
2016,1285 Eslöv,Totalt,44.0,0.41
2016,1286 Ystad,< 20 kW,37.0,0.35
2016,1286 Ystad,20 kW - 1 000 kW,14.0,0.65
2016,1286 Ystad,> 1 000 kW,0.0,0.0
2016,1286 Ystad,Totalt,51.0,1.0
2016,1287 Trelleborg,< 20 kW,26.0,0.23
2016,1287 Trelleborg,20 kW - 1 000 kW,15.0,0.82
2016,1287 Trelleborg,> 1 000 kW,0.0,0.0
2016,1287 Trelleborg,Totalt,41.0,1.06
2016,1290 Kristianstad,< 20 kW,89.0,0.74
2016,1290 Kristianstad,20 kW - 1 000 kW,24.0,1.18
2016,1290 Kristianstad,> 1 000 kW,0.0,0.0
2016,1290 Kristianstad,Totalt,113.0,1.92
2016,1291 Simrishamn,< 20 kW,44.0,0.35
2016,1291 Simrishamn,20 kW - 1 000 kW,9.0,0.9
2016,1291 Simrishamn,> 1 000 kW,0.0,0.0
2016,1291 Simrishamn,Totalt,53.0,1.25
2016,1292 Ängelholm,< 20 kW,58.0,0.44
2016,1292 Ängelholm,20 kW - 1 000 kW,7.0,0.21
2016,1292 Ängelholm,> 1 000 kW,0.0,0.0
2016,1292 Ängelholm,Totalt,65.0,0.65
2016,1293 Hässleholm,< 20 kW,84.0,0.64
2016,1293 Hässleholm,20 kW - 1 000 kW,8.0,0.73
2016,1293 Hässleholm,> 1 000 kW,0.0,0.0
2016,1293 Hässleholm,Totalt,92.0,1.37
2016,1315 Hylte,< 20 kW,20.0,0.18
2016,1315 Hylte,20 kW - 1 000 kW,2.0,0.07
2016,1315 Hylte,> 1 000 kW,0.0,0.0
2016,1315 Hylte,Totalt,22.0,0.25
2016,1380 Halmstad,< 20 kW,136.0,1.02
2016,1380 Halmstad,20 kW - 1 000 kW,30.0,1.68
2016,1380 Halmstad,> 1 000 kW,0.0,0.0
2016,1380 Halmstad,Totalt,166.0,2.7
2016,1381 Laholm,< 20 kW,66.0,0.46
2016,1381 Laholm,20 kW - 1 000 kW,7.0,0.38
2016,1381 Laholm,> 1 000 kW,0.0,0.0
2016,1381 Laholm,Totalt,73.0,0.84
2016,1382 Falkenberg,< 20 kW,123.0,0.95
2016,1382 Falkenberg,20 kW - 1 000 kW,15.0,0.62
2016,1382 Falkenberg,> 1 000 kW,0.0,0.0
2016,1382 Falkenberg,Totalt,138.0,1.58
2016,1383 Varberg,< 20 kW,168.0,1.23
2016,1383 Varberg,20 kW - 1 000 kW,28.0,1.01
2016,1383 Varberg,> 1 000 kW,1.0,2.3
2016,1383 Varberg,Totalt,197.0,4.54
2016,1384 Kungsbacka,< 20 kW,177.0,1.57
2016,1384 Kungsbacka,20 kW - 1 000 kW,40.0,1.6
2016,1384 Kungsbacka,> 1 000 kW,0.0,0.0
2016,1384 Kungsbacka,Totalt,217.0,3.17
2016,1401 Härryda,< 20 kW,30.0,0.21
2016,1401 Härryda,20 kW - 1 000 kW,2.0,0.12
2016,1401 Härryda,> 1 000 kW,0.0,0.0
2016,1401 Härryda,Totalt,32.0,0.33
2016,1402 Partille,< 20 kW,22.0,0.17
2016,1402 Partille,20 kW - 1 000 kW,0.0,0.0
2016,1402 Partille,> 1 000 kW,0.0,0.0
2016,1402 Partille,Totalt,22.0,0.17
2016,1407 Öckerö,< 20 kW,7.0,0.06
2016,1407 Öckerö,20 kW - 1 000 kW,0.0,0.0
2016,1407 Öckerö,> 1 000 kW,0.0,0.0
2016,1407 Öckerö,Totalt,7.0,0.06
2016,1415 Stenungsund,< 20 kW,47.0,0.34
2016,1415 Stenungsund,20 kW - 1 000 kW,4.0,0.11
2016,1415 Stenungsund,> 1 000 kW,0.0,0.0
2016,1415 Stenungsund,Totalt,51.0,0.45
2016,1419 Tjörn,< 20 kW,44.0,0.33
2016,1419 Tjörn,20 kW - 1 000 kW,1.0,0.03
2016,1419 Tjörn,> 1 000 kW,0.0,0.0
2016,1419 Tjörn,Totalt,45.0,0.36
2016,1421 Orust,< 20 kW,72.0,0.53
2016,1421 Orust,20 kW - 1 000 kW,3.0,0.13
2016,1421 Orust,> 1 000 kW,0.0,0.0
2016,1421 Orust,Totalt,75.0,0.67
2016,1427 Sotenäs,< 20 kW,13.0,0.11
2016,1427 Sotenäs,20 kW - 1 000 kW,3.0,0.13
2016,1427 Sotenäs,> 1 000 kW,0.0,0.0
2016,1427 Sotenäs,Totalt,16.0,0.24
2016,1430 Munkedal,< 20 kW,..,..
2016,1430 Munkedal,20 kW - 1 000 kW,1.0,0.02
2016,1430 Munkedal,> 1 000 kW,0.0,0.0
2016,1430 Munkedal,Totalt,..,..
2016,1435 Tanum,< 20 kW,..,..
2016,1435 Tanum,20 kW - 1 000 kW,..,..
2016,1435 Tanum,> 1 000 kW,0.0,0.0
2016,1435 Tanum,Totalt,..,..
2016,1438 Dals-Ed,< 20 kW,6.0,0.08
2016,1438 Dals-Ed,20 kW - 1 000 kW,0.0,0.0
2016,1438 Dals-Ed,> 1 000 kW,0.0,0.0
2016,1438 Dals-Ed,Totalt,6.0,0.08
2016,1439 Färgelanda,< 20 kW,5.0,0.06
2016,1439 Färgelanda,20 kW - 1 000 kW,1.0,0.04
2016,1439 Färgelanda,> 1 000 kW,0.0,0.0
2016,1439 Färgelanda,Totalt,6.0,0.1
2016,1440 Ale,< 20 kW,..,..
2016,1440 Ale,20 kW - 1 000 kW,1.0,0.03
2016,1440 Ale,> 1 000 kW,0.0,0.0
2016,1440 Ale,Totalt,..,..
2016,1441 Lerum,< 20 kW,50.0,0.37
2016,1441 Lerum,20 kW - 1 000 kW,10.0,0.26
2016,1441 Lerum,> 1 000 kW,0.0,0.0
2016,1441 Lerum,Totalt,60.0,0.63
2016,1442 Vårgårda,< 20 kW,12.0,0.1
2016,1442 Vårgårda,20 kW - 1 000 kW,1.0,0.02
2016,1442 Vårgårda,> 1 000 kW,0.0,0.0
2016,1442 Vårgårda,Totalt,13.0,0.12
2016,1443 Bollebygd,< 20 kW,11.0,0.12
2016,1443 Bollebygd,20 kW - 1 000 kW,1.0,0.03
2016,1443 Bollebygd,> 1 000 kW,0.0,0.0
2016,1443 Bollebygd,Totalt,12.0,0.15
2016,1444 Grästorp,< 20 kW,7.0,0.04
2016,1444 Grästorp,20 kW - 1 000 kW,1.0,0.02
2016,1444 Grästorp,> 1 000 kW,0.0,0.0
2016,1444 Grästorp,Totalt,8.0,0.07
2016,1445 Essunga,< 20 kW,25.0,0.17
2016,1445 Essunga,20 kW - 1 000 kW,6.0,0.1
2016,1445 Essunga,> 1 000 kW,0.0,0.0
2016,1445 Essunga,Totalt,31.0,0.27
2016,1446 Karlsborg,< 20 kW,8.0,0.06
2016,1446 Karlsborg,20 kW - 1 000 kW,1.0,0.02
2016,1446 Karlsborg,> 1 000 kW,0.0,0.0
2016,1446 Karlsborg,Totalt,9.0,0.08
2016,1447 Gullspång,< 20 kW,7.0,0.04
2016,1447 Gullspång,20 kW - 1 000 kW,1.0,0.05
2016,1447 Gullspång,> 1 000 kW,0.0,0.0
2016,1447 Gullspång,Totalt,8.0,0.09
2016,1452 Tranemo,< 20 kW,23.0,0.14
2016,1452 Tranemo,20 kW - 1 000 kW,4.0,0.12
2016,1452 Tranemo,> 1 000 kW,0.0,0.0
2016,1452 Tranemo,Totalt,27.0,0.26
2016,1460 Bengtsfors,< 20 kW,11.0,0.08
2016,1460 Bengtsfors,20 kW - 1 000 kW,2.0,0.04
2016,1460 Bengtsfors,> 1 000 kW,0.0,0.0
2016,1460 Bengtsfors,Totalt,13.0,0.12
2016,1461 Mellerud,< 20 kW,12.0,0.09
2016,1461 Mellerud,20 kW - 1 000 kW,1.0,0.03
2016,1461 Mellerud,> 1 000 kW,0.0,0.0
2016,1461 Mellerud,Totalt,13.0,0.12
2016,1462 Lilla Edet,< 20 kW,17.0,0.11
2016,1462 Lilla Edet,20 kW - 1 000 kW,2.0,0.06
2016,1462 Lilla Edet,> 1 000 kW,0.0,0.0
2016,1462 Lilla Edet,Totalt,19.0,0.16
2016,1463 Mark,< 20 kW,43.0,0.33
2016,1463 Mark,20 kW - 1 000 kW,4.0,0.17
2016,1463 Mark,> 1 000 kW,0.0,0.0
2016,1463 Mark,Totalt,47.0,0.5
2016,1465 Svenljunga,< 20 kW,21.0,0.16
2016,1465 Svenljunga,20 kW - 1 000 kW,0.0,0.0
2016,1465 Svenljunga,> 1 000 kW,0.0,0.0
2016,1465 Svenljunga,Totalt,21.0,0.16
2016,1466 Herrljunga,< 20 kW,30.0,0.25
2016,1466 Herrljunga,20 kW - 1 000 kW,6.0,0.19
2016,1466 Herrljunga,> 1 000 kW,0.0,0.0
2016,1466 Herrljunga,Totalt,36.0,0.44
2016,1470 Vara,< 20 kW,36.0,0.28
2016,1470 Vara,20 kW - 1 000 kW,5.0,0.17
2016,1470 Vara,> 1 000 kW,0.0,0.0
2016,1470 Vara,Totalt,41.0,0.46
2016,1471 Götene,< 20 kW,12.0,0.07
2016,1471 Götene,20 kW - 1 000 kW,2.0,0.06
2016,1471 Götene,> 1 000 kW,0.0,0.0
2016,1471 Götene,Totalt,14.0,0.13
2016,1472 Tibro,< 20 kW,10.0,0.09
2016,1472 Tibro,20 kW - 1 000 kW,0.0,0.0
2016,1472 Tibro,> 1 000 kW,0.0,0.0
2016,1472 Tibro,Totalt,10.0,0.09
2016,1473 Töreboda,< 20 kW,3.0,0.02
2016,1473 Töreboda,20 kW - 1 000 kW,3.0,0.1
2016,1473 Töreboda,> 1 000 kW,0.0,0.0
2016,1473 Töreboda,Totalt,6.0,0.11
2016,1480 Göteborg,< 20 kW,237.0,1.84
2016,1480 Göteborg,20 kW - 1 000 kW,35.0,1.95
2016,1480 Göteborg,> 1 000 kW,0.0,0.0
2016,1480 Göteborg,Totalt,272.0,3.79
2016,1481 Mölndal,< 20 kW,36.0,0.28
2016,1481 Mölndal,20 kW - 1 000 kW,7.0,0.24
2016,1481 Mölndal,> 1 000 kW,0.0,0.0
2016,1481 Mölndal,Totalt,43.0,0.52
2016,1482 Kungälv,< 20 kW,50.0,0.36
2016,1482 Kungälv,20 kW - 1 000 kW,6.0,0.29
2016,1482 Kungälv,> 1 000 kW,0.0,0.0
2016,1482 Kungälv,Totalt,56.0,0.65
2016,1484 Lysekil,< 20 kW,..,..
2016,1484 Lysekil,20 kW - 1 000 kW,0.0,0.0
2016,1484 Lysekil,> 1 000 kW,0.0,0.0
2016,1484 Lysekil,Totalt,..,..
2016,1485 Uddevalla,< 20 kW,48.0,0.37
2016,1485 Uddevalla,20 kW - 1 000 kW,2.0,0.07
2016,1485 Uddevalla,> 1 000 kW,0.0,0.0
2016,1485 Uddevalla,Totalt,50.0,0.44
2016,1486 Strömstad,< 20 kW,16.0,0.12
2016,1486 Strömstad,20 kW - 1 000 kW,0.0,0.0
2016,1486 Strömstad,> 1 000 kW,0.0,0.0
2016,1486 Strömstad,Totalt,16.0,0.12
2016,1487 Vänersborg,< 20 kW,27.0,0.17
2016,1487 Vänersborg,20 kW - 1 000 kW,5.0,0.24
2016,1487 Vänersborg,> 1 000 kW,0.0,0.0
2016,1487 Vänersborg,Totalt,32.0,0.41
2016,1488 Trollhättan,< 20 kW,26.0,0.18
2016,1488 Trollhättan,20 kW - 1 000 kW,8.0,0.48
2016,1488 Trollhättan,> 1 000 kW,0.0,0.0
2016,1488 Trollhättan,Totalt,34.0,0.66
2016,1489 Alingsås,< 20 kW,49.0,0.33
2016,1489 Alingsås,20 kW - 1 000 kW,5.0,0.34
2016,1489 Alingsås,> 1 000 kW,0.0,0.0
2016,1489 Alingsås,Totalt,54.0,0.67
2016,1490 Borås,< 20 kW,80.0,0.64
2016,1490 Borås,20 kW - 1 000 kW,7.0,0.43
2016,1490 Borås,> 1 000 kW,0.0,0.0
2016,1490 Borås,Totalt,87.0,1.07
2016,1491 Ulricehamn,< 20 kW,34.0,0.34
2016,1491 Ulricehamn,20 kW - 1 000 kW,1.0,0.02
2016,1491 Ulricehamn,> 1 000 kW,0.0,0.0
2016,1491 Ulricehamn,Totalt,35.0,0.36
2016,1492 Åmål,< 20 kW,12.0,0.08
2016,1492 Åmål,20 kW - 1 000 kW,1.0,0.04
2016,1492 Åmål,> 1 000 kW,0.0,0.0
2016,1492 Åmål,Totalt,13.0,0.12
2016,1493 Mariestad,< 20 kW,17.0,0.1
2016,1493 Mariestad,20 kW - 1 000 kW,1.0,0.02
2016,1493 Mariestad,> 1 000 kW,0.0,0.0
2016,1493 Mariestad,Totalt,18.0,0.12
2016,1494 Lidköping,< 20 kW,..,..
2016,1494 Lidköping,20 kW - 1 000 kW,..,..
2016,1494 Lidköping,> 1 000 kW,0.0,0.0
2016,1494 Lidköping,Totalt,58.0,0.6
2016,1495 Skara,< 20 kW,17.0,0.11
2016,1495 Skara,20 kW - 1 000 kW,1.0,0.02
2016,1495 Skara,> 1 000 kW,0.0,0.0
2016,1495 Skara,Totalt,18.0,0.13
2016,1496 Skövde,< 20 kW,42.0,0.33
2016,1496 Skövde,20 kW - 1 000 kW,6.0,0.5
2016,1496 Skövde,> 1 000 kW,0.0,0.0
2016,1496 Skövde,Totalt,48.0,0.83
2016,1497 Hjo,< 20 kW,12.0,0.09
2016,1497 Hjo,20 kW - 1 000 kW,3.0,0.14
2016,1497 Hjo,> 1 000 kW,0.0,0.0
2016,1497 Hjo,Totalt,15.0,0.23
2016,1498 Tidaholm,< 20 kW,..,..
2016,1498 Tidaholm,20 kW - 1 000 kW,2.0,0.05
2016,1498 Tidaholm,> 1 000 kW,0.0,0.0
2016,1498 Tidaholm,Totalt,..,..
2016,1499 Falköping,< 20 kW,43.0,0.37
2016,1499 Falköping,20 kW - 1 000 kW,0.0,0.0
2016,1499 Falköping,> 1 000 kW,0.0,0.0
2016,1499 Falköping,Totalt,43.0,0.37
2016,1715 Kil,< 20 kW,11.0,0.07
2016,1715 Kil,20 kW - 1 000 kW,1.0,0.04
2016,1715 Kil,> 1 000 kW,0.0,0.0
2016,1715 Kil,Totalt,12.0,0.11
2016,1730 Eda,< 20 kW,8.0,0.05
2016,1730 Eda,20 kW - 1 000 kW,0.0,0.0
2016,1730 Eda,> 1 000 kW,0.0,0.0
2016,1730 Eda,Totalt,8.0,0.05
2016,1737 Torsby,< 20 kW,11.0,0.08
2016,1737 Torsby,20 kW - 1 000 kW,1.0,0.04
2016,1737 Torsby,> 1 000 kW,0.0,0.0
2016,1737 Torsby,Totalt,12.0,0.12
2016,1760 Storfors,< 20 kW,3.0,0.01
2016,1760 Storfors,20 kW - 1 000 kW,1.0,0.02
2016,1760 Storfors,> 1 000 kW,0.0,0.0
2016,1760 Storfors,Totalt,4.0,0.04
2016,1761 Hammarö,< 20 kW,13.0,0.09
2016,1761 Hammarö,20 kW - 1 000 kW,2.0,0.04
2016,1761 Hammarö,> 1 000 kW,0.0,0.0
2016,1761 Hammarö,Totalt,15.0,0.14
2016,1762 Munkfors,< 20 kW,0.0,0.0
2016,1762 Munkfors,20 kW - 1 000 kW,0.0,0.0
2016,1762 Munkfors,> 1 000 kW,0.0,0.0
2016,1762 Munkfors,Totalt,0.0,0.0
2016,1763 Forshaga,< 20 kW,7.0,0.05
2016,1763 Forshaga,20 kW - 1 000 kW,0.0,0.0
2016,1763 Forshaga,> 1 000 kW,0.0,0.0
2016,1763 Forshaga,Totalt,7.0,0.05
2016,1764 Grums,< 20 kW,6.0,0.05
2016,1764 Grums,20 kW - 1 000 kW,0.0,0.0
2016,1764 Grums,> 1 000 kW,0.0,0.0
2016,1764 Grums,Totalt,6.0,0.05
2016,1765 Årjäng,< 20 kW,25.0,0.2
2016,1765 Årjäng,20 kW - 1 000 kW,0.0,0.0
2016,1765 Årjäng,> 1 000 kW,0.0,0.0
2016,1765 Årjäng,Totalt,25.0,0.2
2016,1766 Sunne,< 20 kW,19.0,0.13
2016,1766 Sunne,20 kW - 1 000 kW,0.0,0.0
2016,1766 Sunne,> 1 000 kW,0.0,0.0
2016,1766 Sunne,Totalt,19.0,0.13
2016,1780 Karlstad,< 20 kW,47.0,0.32
2016,1780 Karlstad,20 kW - 1 000 kW,13.0,0.46
2016,1780 Karlstad,> 1 000 kW,0.0,0.0
2016,1780 Karlstad,Totalt,60.0,0.77
2016,1781 Kristinehamn,< 20 kW,10.0,0.05
2016,1781 Kristinehamn,20 kW - 1 000 kW,1.0,0.23
2016,1781 Kristinehamn,> 1 000 kW,0.0,0.0
2016,1781 Kristinehamn,Totalt,11.0,0.28
2016,1782 Filipstad,< 20 kW,15.0,0.1
2016,1782 Filipstad,20 kW - 1 000 kW,0.0,0.0
2016,1782 Filipstad,> 1 000 kW,0.0,0.0
2016,1782 Filipstad,Totalt,15.0,0.1
2016,1783 Hagfors,< 20 kW,10.0,0.08
2016,1783 Hagfors,20 kW - 1 000 kW,0.0,0.0
2016,1783 Hagfors,> 1 000 kW,0.0,0.0
2016,1783 Hagfors,Totalt,10.0,0.08
2016,1784 Arvika,< 20 kW,16.0,0.13
2016,1784 Arvika,20 kW - 1 000 kW,4.0,0.16
2016,1784 Arvika,> 1 000 kW,0.0,0.0
2016,1784 Arvika,Totalt,20.0,0.29
2016,1785 Säffle,< 20 kW,17.0,0.12
2016,1785 Säffle,20 kW - 1 000 kW,1.0,0.03
2016,1785 Säffle,> 1 000 kW,0.0,0.0
2016,1785 Säffle,Totalt,18.0,0.16
2016,1814 Lekeberg,< 20 kW,27.0,0.21
2016,1814 Lekeberg,20 kW - 1 000 kW,0.0,0.0
2016,1814 Lekeberg,> 1 000 kW,0.0,0.0
2016,1814 Lekeberg,Totalt,27.0,0.21
2016,1860 Laxå,< 20 kW,9.0,0.07
2016,1860 Laxå,20 kW - 1 000 kW,1.0,0.03
2016,1860 Laxå,> 1 000 kW,0.0,0.0
2016,1860 Laxå,Totalt,10.0,0.1
2016,1861 Hallsberg,< 20 kW,16.0,0.12
2016,1861 Hallsberg,20 kW - 1 000 kW,6.0,0.23
2016,1861 Hallsberg,> 1 000 kW,0.0,0.0
2016,1861 Hallsberg,Totalt,22.0,0.35
2016,1862 Degerfors,< 20 kW,12.0,0.07
2016,1862 Degerfors,20 kW - 1 000 kW,1.0,0.03
2016,1862 Degerfors,> 1 000 kW,0.0,0.0
2016,1862 Degerfors,Totalt,13.0,0.1
2016,1863 Hällefors,< 20 kW,5.0,0.03
2016,1863 Hällefors,20 kW - 1 000 kW,0.0,0.0
2016,1863 Hällefors,> 1 000 kW,0.0,0.0
2016,1863 Hällefors,Totalt,5.0,0.03
2016,1864 Ljusnarsberg,< 20 kW,..,..
2016,1864 Ljusnarsberg,20 kW - 1 000 kW,1.0,0.04
2016,1864 Ljusnarsberg,> 1 000 kW,0.0,0.0
2016,1864 Ljusnarsberg,Totalt,..,..
2016,1880 Örebro,< 20 kW,..,..
2016,1880 Örebro,20 kW - 1 000 kW,12.0,0.58
2016,1880 Örebro,> 1 000 kW,0.0,0.0
2016,1880 Örebro,Totalt,..,..
2016,1881 Kumla,< 20 kW,27.0,0.26
2016,1881 Kumla,20 kW - 1 000 kW,0.0,0.0
2016,1881 Kumla,> 1 000 kW,0.0,0.0
2016,1881 Kumla,Totalt,27.0,0.26
2016,1882 Askersund,< 20 kW,26.0,0.23
2016,1882 Askersund,20 kW - 1 000 kW,2.0,0.05
2016,1882 Askersund,> 1 000 kW,0.0,0.0
2016,1882 Askersund,Totalt,28.0,0.28
2016,1883 Karlskoga,< 20 kW,27.0,0.18
2016,1883 Karlskoga,20 kW - 1 000 kW,3.0,0.17
2016,1883 Karlskoga,> 1 000 kW,0.0,0.0
2016,1883 Karlskoga,Totalt,30.0,0.35
2016,1884 Nora,< 20 kW,10.0,0.1
2016,1884 Nora,20 kW - 1 000 kW,1.0,0.02
2016,1884 Nora,> 1 000 kW,0.0,0.0
2016,1884 Nora,Totalt,11.0,0.12
2016,1885 Lindesberg,< 20 kW,21.0,0.12
2016,1885 Lindesberg,20 kW - 1 000 kW,3.0,0.12
2016,1885 Lindesberg,> 1 000 kW,0.0,0.0
2016,1885 Lindesberg,Totalt,24.0,0.24
2016,1904 Skinnskatteberg,< 20 kW,5.0,0.02
2016,1904 Skinnskatteberg,20 kW - 1 000 kW,1.0,0.04
2016,1904 Skinnskatteberg,> 1 000 kW,0.0,0.0
2016,1904 Skinnskatteberg,Totalt,6.0,0.06
2016,1907 Surahammar,< 20 kW,9.0,0.05
2016,1907 Surahammar,20 kW - 1 000 kW,0.0,0.0
2016,1907 Surahammar,> 1 000 kW,0.0,0.0
2016,1907 Surahammar,Totalt,9.0,0.05
2016,1960 Kungsör,< 20 kW,6.0,0.06
2016,1960 Kungsör,20 kW - 1 000 kW,1.0,0.05
2016,1960 Kungsör,> 1 000 kW,0.0,0.0
2016,1960 Kungsör,Totalt,7.0,0.11
2016,1961 Hallstahammar,< 20 kW,16.0,0.13
2016,1961 Hallstahammar,20 kW - 1 000 kW,2.0,0.09
2016,1961 Hallstahammar,> 1 000 kW,0.0,0.0
2016,1961 Hallstahammar,Totalt,18.0,0.22
2016,1962 Norberg,< 20 kW,10.0,0.09
2016,1962 Norberg,20 kW - 1 000 kW,0.0,0.0
2016,1962 Norberg,> 1 000 kW,0.0,0.0
2016,1962 Norberg,Totalt,10.0,0.09
2016,1980 Västerås,< 20 kW,141.0,0.78
2016,1980 Västerås,20 kW - 1 000 kW,40.0,1.7
2016,1980 Västerås,> 1 000 kW,1.0,1.0
2016,1980 Västerås,Totalt,182.0,3.47
2016,1981 Sala,< 20 kW,56.0,0.43
2016,1981 Sala,20 kW - 1 000 kW,..,..
2016,1981 Sala,> 1 000 kW,0.0,0.0
2016,1981 Sala,Totalt,..,..
2016,1982 Fagersta,< 20 kW,..,..
2016,1982 Fagersta,20 kW - 1 000 kW,0.0,0.0
2016,1982 Fagersta,> 1 000 kW,0.0,0.0
2016,1982 Fagersta,Totalt,..,..
2016,1983 Köping,< 20 kW,33.0,0.21
2016,1983 Köping,20 kW - 1 000 kW,17.0,0.84
2016,1983 Köping,> 1 000 kW,0.0,0.0
2016,1983 Köping,Totalt,50.0,1.05
2016,1984 Arboga,< 20 kW,7.0,0.04
2016,1984 Arboga,20 kW - 1 000 kW,3.0,0.09
2016,1984 Arboga,> 1 000 kW,0.0,0.0
2016,1984 Arboga,Totalt,10.0,0.13
2016,2021 Vansbro,< 20 kW,4.0,0.03
2016,2021 Vansbro,20 kW - 1 000 kW,0.0,0.0
2016,2021 Vansbro,> 1 000 kW,0.0,0.0
2016,2021 Vansbro,Totalt,4.0,0.03
2016,2023 Malung-Sälen,< 20 kW,5.0,0.02
2016,2023 Malung-Sälen,20 kW - 1 000 kW,0.0,0.0
2016,2023 Malung-Sälen,> 1 000 kW,0.0,0.0
2016,2023 Malung-Sälen,Totalt,5.0,0.02
