ar,region,effektklass,solcellsanlaggningar_antal,installerad_effekt_(mw)
2021,0115 Vallentuna,Totalt,375.0,5.28
2021,0117 Österåker,< 20 kW,573.0,5.4
2021,0117 Österåker,20 kW - 1 000 kW,27.0,1.23
2021,0117 Österåker,> 1 000 kW,0.0,0.0
2021,0117 Österåker,Totalt,600.0,6.63
2021,0120 Värmdö,< 20 kW,670.0,6.21
2021,0120 Värmdö,20 kW - 1 000 kW,30.0,1.55
2021,0120 Värmdö,> 1 000 kW,0.0,0.0
2021,0120 Värmdö,Totalt,700.0,7.76
2021,0123 Järfälla,< 20 kW,414.0,3.82
2021,0123 Järfälla,20 kW - 1 000 kW,79.0,5.3
2021,0123 Järfälla,> 1 000 kW,0.0,0.0
2021,0123 Järfälla,Totalt,493.0,9.13
2021,0125 Ekerö,< 20 kW,357.0,3.45
2021,0125 Ekerö,20 kW - 1 000 kW,37.0,1.38
2021,0125 Ekerö,> 1 000 kW,0.0,0.0
2021,0125 Ekerö,Totalt,394.0,4.83
2021,0126 Huddinge,< 20 kW,683.0,6.32
2021,0126 Huddinge,20 kW - 1 000 kW,34.0,3.02
2021,0126 Huddinge,> 1 000 kW,0.0,0.0
2021,0126 Huddinge,Totalt,717.0,9.34
2021,0127 Botkyrka,< 20 kW,319.0,3.12
2021,0127 Botkyrka,20 kW - 1 000 kW,31.0,2.46
2021,0127 Botkyrka,> 1 000 kW,0.0,0.0
2021,0127 Botkyrka,Totalt,350.0,5.58
2021,0128 Salem,< 20 kW,102.0,0.99
2021,0128 Salem,20 kW - 1 000 kW,10.0,0.27
2021,0128 Salem,> 1 000 kW,0.0,0.0
2021,0128 Salem,Totalt,112.0,1.26
2021,0136 Haninge,< 20 kW,446.0,4.14
2021,0136 Haninge,20 kW - 1 000 kW,51.0,3.86
2021,0136 Haninge,> 1 000 kW,0.0,0.0
2021,0136 Haninge,Totalt,497.0,8.01
2021,0138 Tyresö,< 20 kW,377.0,3.41
2021,0138 Tyresö,20 kW - 1 000 kW,11.0,0.88
2021,0138 Tyresö,> 1 000 kW,0.0,0.0
2021,0138 Tyresö,Totalt,388.0,4.3
2021,0139 Upplands-Bro,< 20 kW,188.0,1.94
2021,0139 Upplands-Bro,20 kW - 1 000 kW,32.0,2.4
2021,0139 Upplands-Bro,> 1 000 kW,0.0,0.0
2021,0139 Upplands-Bro,Totalt,220.0,4.34
2021,0140 Nykvarn,< 20 kW,156.0,1.55
2021,0140 Nykvarn,20 kW - 1 000 kW,8.0,0.31
2021,0140 Nykvarn,> 1 000 kW,0.0,0.0
2021,0140 Nykvarn,Totalt,164.0,1.85
2021,0160 Täby,< 20 kW,436.0,4.63
2021,0160 Täby,20 kW - 1 000 kW,56.0,2.69
2021,0160 Täby,> 1 000 kW,0.0,0.0
2021,0160 Täby,Totalt,492.0,7.32
2021,0162 Danderyd,< 20 kW,177.0,1.69
2021,0162 Danderyd,20 kW - 1 000 kW,27.0,2.02
2021,0162 Danderyd,> 1 000 kW,0.0,0.0
2021,0162 Danderyd,Totalt,204.0,3.71
2021,0163 Sollentuna,< 20 kW,415.0,3.87
2021,0163 Sollentuna,20 kW - 1 000 kW,27.0,1.18
2021,0163 Sollentuna,> 1 000 kW,0.0,0.0
2021,0163 Sollentuna,Totalt,442.0,5.05
2021,0180 Stockholm,< 20 kW,1045.0,9.63
2021,0180 Stockholm,20 kW - 1 000 kW,439.0,24.5
2021,0180 Stockholm,> 1 000 kW,0.0,0.0
2021,0180 Stockholm,Totalt,1484.0,34.13
2021,0181 Södertälje,< 20 kW,548.0,5.31
2021,0181 Södertälje,20 kW - 1 000 kW,117.0,6.73
2021,0181 Södertälje,> 1 000 kW,1.0,1.08
2021,0181 Södertälje,Totalt,666.0,13.12
2021,0182 Nacka,< 20 kW,599.0,5.94
2021,0182 Nacka,20 kW - 1 000 kW,51.0,3.6
2021,0182 Nacka,> 1 000 kW,0.0,0.0
2021,0182 Nacka,Totalt,650.0,9.54
2021,0183 Sundbyberg,< 20 kW,48.0,0.44
2021,0183 Sundbyberg,20 kW - 1 000 kW,30.0,1.62
2021,0183 Sundbyberg,> 1 000 kW,0.0,0.0
2021,0183 Sundbyberg,Totalt,78.0,2.06
2021,0184 Solna,< 20 kW,45.0,0.49
2021,0184 Solna,20 kW - 1 000 kW,65.0,4.71
2021,0184 Solna,> 1 000 kW,0.0,0.0
2021,0184 Solna,Totalt,110.0,5.2
2021,0186 Lidingö,< 20 kW,165.0,1.66
2021,0186 Lidingö,20 kW - 1 000 kW,25.0,1.13
2021,0186 Lidingö,> 1 000 kW,0.0,0.0
2021,0186 Lidingö,Totalt,190.0,2.79
2021,0187 Vaxholm,< 20 kW,96.0,0.89
2021,0187 Vaxholm,20 kW - 1 000 kW,5.0,0.28
2021,0187 Vaxholm,> 1 000 kW,0.0,0.0
2021,0187 Vaxholm,Totalt,101.0,1.17
2021,0188 Norrtälje,< 20 kW,1031.0,9.33
2021,0188 Norrtälje,20 kW - 1 000 kW,112.0,5.14
2021,0188 Norrtälje,> 1 000 kW,0.0,0.0
2021,0188 Norrtälje,Totalt,1143.0,14.47
2021,0191 Sigtuna,< 20 kW,294.0,3.12
2021,0191 Sigtuna,20 kW - 1 000 kW,71.0,4.17
2021,0191 Sigtuna,> 1 000 kW,0.0,0.0
2021,0191 Sigtuna,Totalt,365.0,7.29
2021,0192 Nynäshamn,< 20 kW,296.0,2.69
2021,0192 Nynäshamn,20 kW - 1 000 kW,31.0,1.28
2021,0192 Nynäshamn,> 1 000 kW,0.0,0.0
2021,0192 Nynäshamn,Totalt,327.0,3.97
2021,0305 Håbo,< 20 kW,267.0,2.62
2021,0305 Håbo,20 kW - 1 000 kW,42.0,1.97
2021,0305 Håbo,> 1 000 kW,0.0,0.0
2021,0305 Håbo,Totalt,309.0,4.59
2021,0319 Älvkarleby,< 20 kW,86.0,0.86
2021,0319 Älvkarleby,20 kW - 1 000 kW,1.0,0.07
2021,0319 Älvkarleby,> 1 000 kW,0.0,0.0
2021,0319 Älvkarleby,Totalt,87.0,0.93
2021,0330 Knivsta,< 20 kW,249.0,2.49
2021,0330 Knivsta,20 kW - 1 000 kW,31.0,1.43
2021,0330 Knivsta,> 1 000 kW,0.0,0.0
2021,0330 Knivsta,Totalt,280.0,3.92
2021,0331 Heby,< 20 kW,211.0,2.12
2021,0331 Heby,20 kW - 1 000 kW,40.0,1.88
2021,0331 Heby,> 1 000 kW,1.0,1.12
2021,0331 Heby,Totalt,252.0,5.12
2021,0360 Tierp,< 20 kW,326.0,3.31
2021,0360 Tierp,20 kW - 1 000 kW,38.0,1.34
2021,0360 Tierp,> 1 000 kW,0.0,0.0
2021,0360 Tierp,Totalt,364.0,4.65
2021,0380 Uppsala,< 20 kW,1784.0,17.25
2021,0380 Uppsala,20 kW - 1 000 kW,293.0,15.93
2021,0380 Uppsala,> 1 000 kW,3.0,8.5
2021,0380 Uppsala,Totalt,2080.0,41.69
2021,0381 Enköping,< 20 kW,580.0,5.92
2021,0381 Enköping,20 kW - 1 000 kW,127.0,7.09
2021,0381 Enköping,> 1 000 kW,0.0,0.0
2021,0381 Enköping,Totalt,707.0,13.0
2021,0382 Östhammar,< 20 kW,379.0,3.72
2021,0382 Östhammar,20 kW - 1 000 kW,35.0,1.48
2021,0382 Östhammar,> 1 000 kW,0.0,0.0
2021,0382 Östhammar,Totalt,414.0,5.2
2021,0428 Vingåker,< 20 kW,169.0,1.54
2021,0428 Vingåker,20 kW - 1 000 kW,17.0,0.74
2021,0428 Vingåker,> 1 000 kW,0.0,0.0
2021,0428 Vingåker,Totalt,186.0,2.28
2021,0461 Gnesta,< 20 kW,229.0,2.25
2021,0461 Gnesta,20 kW - 1 000 kW,17.0,0.8
2021,0461 Gnesta,> 1 000 kW,0.0,0.0
2021,0461 Gnesta,Totalt,246.0,3.05
2021,0480 Nyköping,< 20 kW,506.0,4.87
2021,0480 Nyköping,20 kW - 1 000 kW,116.0,6.42
2021,0480 Nyköping,> 1 000 kW,0.0,0.0
2021,0480 Nyköping,Totalt,622.0,11.3
2021,0481 Oxelösund,< 20 kW,91.0,0.83
2021,0481 Oxelösund,20 kW - 1 000 kW,13.0,0.72
2021,0481 Oxelösund,> 1 000 kW,0.0,0.0
2021,0481 Oxelösund,Totalt,104.0,1.54
2021,0482 Flen,< 20 kW,279.0,2.82
2021,0482 Flen,20 kW - 1 000 kW,51.0,2.45
2021,0482 Flen,> 1 000 kW,0.0,0.0
2021,0482 Flen,Totalt,330.0,5.26
2021,0483 Katrineholm,< 20 kW,360.0,3.53
2021,0483 Katrineholm,20 kW - 1 000 kW,68.0,6.16
2021,0483 Katrineholm,> 1 000 kW,1.0,1.12
2021,0483 Katrineholm,Totalt,429.0,10.81
2021,0484 Eskilstuna,< 20 kW,882.0,8.45
2021,0484 Eskilstuna,20 kW - 1 000 kW,156.0,8.73
2021,0484 Eskilstuna,> 1 000 kW,2.0,3.0
2021,0484 Eskilstuna,Totalt,1040.0,20.18
2021,0486 Strängnäs,< 20 kW,415.0,3.98
2021,0486 Strängnäs,20 kW - 1 000 kW,82.0,4.25
2021,0486 Strängnäs,> 1 000 kW,1.0,12.5
2021,0486 Strängnäs,Totalt,498.0,20.73
2021,0488 Trosa,< 20 kW,344.0,3.38
2021,0488 Trosa,20 kW - 1 000 kW,30.0,1.18
2021,0488 Trosa,> 1 000 kW,0.0,0.0
2021,0488 Trosa,Totalt,374.0,4.56
2021,0509 Ödeshög,< 20 kW,91.0,0.95
2021,0509 Ödeshög,20 kW - 1 000 kW,22.0,0.94
2021,0509 Ödeshög,> 1 000 kW,0.0,0.0
2021,0509 Ödeshög,Totalt,113.0,1.89
2021,0512 Ydre,< 20 kW,73.0,0.81
2021,0512 Ydre,20 kW - 1 000 kW,15.0,0.63
2021,0512 Ydre,> 1 000 kW,0.0,0.0
2021,0512 Ydre,Totalt,88.0,1.44
2021,0513 Kinda,< 20 kW,240.0,2.38
2021,0513 Kinda,20 kW - 1 000 kW,35.0,1.54
2021,0513 Kinda,> 1 000 kW,0.0,0.0
2021,0513 Kinda,Totalt,275.0,3.91
2021,0560 Boxholm,< 20 kW,105.0,1.07
2021,0560 Boxholm,20 kW - 1 000 kW,16.0,0.58
2021,0560 Boxholm,> 1 000 kW,0.0,0.0
2021,0560 Boxholm,Totalt,121.0,1.65
2021,0561 Åtvidaberg,< 20 kW,116.0,1.09
2021,0561 Åtvidaberg,20 kW - 1 000 kW,22.0,0.85
2021,0561 Åtvidaberg,> 1 000 kW,0.0,0.0
2021,0561 Åtvidaberg,Totalt,138.0,1.94
2021,0562 Finspång,< 20 kW,245.0,2.32
2021,0562 Finspång,20 kW - 1 000 kW,39.0,1.75
2021,0562 Finspång,> 1 000 kW,0.0,0.0
2021,0562 Finspång,Totalt,284.0,4.07
2021,0563 Valdemarsvik,< 20 kW,139.0,1.4
2021,0563 Valdemarsvik,20 kW - 1 000 kW,28.0,1.31
2021,0563 Valdemarsvik,> 1 000 kW,0.0,0.0
2021,0563 Valdemarsvik,Totalt,167.0,2.71
2021,0580 Linköping,< 20 kW,1320.0,12.85
2021,0580 Linköping,20 kW - 1 000 kW,346.0,17.84
2021,0580 Linköping,> 1 000 kW,1.0,10.0
2021,0580 Linköping,Totalt,1667.0,40.69
2021,0581 Norrköping,< 20 kW,1052.0,10.3
2021,0581 Norrköping,20 kW - 1 000 kW,260.0,15.01
2021,0581 Norrköping,> 1 000 kW,0.0,0.0
2021,0581 Norrköping,Totalt,1312.0,25.31
2021,0582 Söderköping,< 20 kW,219.0,2.13
2021,0582 Söderköping,20 kW - 1 000 kW,29.0,1.12
2021,0582 Söderköping,> 1 000 kW,0.0,0.0
2021,0582 Söderköping,Totalt,248.0,3.25
2021,0583 Motala,< 20 kW,543.0,5.16
2021,0583 Motala,20 kW - 1 000 kW,97.0,4.81
2021,0583 Motala,> 1 000 kW,0.0,0.0
2021,0583 Motala,Totalt,640.0,9.97
2021,0584 Vadstena,< 20 kW,133.0,1.21
2021,0584 Vadstena,20 kW - 1 000 kW,36.0,1.62
2021,0584 Vadstena,> 1 000 kW,0.0,0.0
2021,0584 Vadstena,Totalt,169.0,2.83
2021,0586 Mjölby,< 20 kW,253.0,2.59
2021,0586 Mjölby,20 kW - 1 000 kW,99.0,4.56
2021,0586 Mjölby,> 1 000 kW,0.0,0.0
2021,0586 Mjölby,Totalt,352.0,7.15
2021,0604 Aneby,< 20 kW,106.0,1.27
2021,0604 Aneby,20 kW - 1 000 kW,20.0,0.96
2021,0604 Aneby,> 1 000 kW,0.0,0.0
2021,0604 Aneby,Totalt,126.0,2.23
2021,0617 Gnosjö,< 20 kW,97.0,1.01
2021,0617 Gnosjö,20 kW - 1 000 kW,19.0,2.45
2021,0617 Gnosjö,> 1 000 kW,0.0,0.0
2021,0617 Gnosjö,Totalt,116.0,3.45
2021,0642 Mullsjö,< 20 kW,81.0,0.89
2021,0642 Mullsjö,20 kW - 1 000 kW,7.0,0.25
2021,0642 Mullsjö,> 1 000 kW,0.0,0.0
2021,0642 Mullsjö,Totalt,88.0,1.14
2021,0643 Habo,< 20 kW,179.0,1.87
2021,0643 Habo,20 kW - 1 000 kW,20.0,1.33
2021,0643 Habo,> 1 000 kW,0.0,0.0
2021,0643 Habo,Totalt,199.0,3.19
2021,0662 Gislaved,< 20 kW,314.0,3.39
2021,0662 Gislaved,20 kW - 1 000 kW,52.0,3.34
2021,0662 Gislaved,> 1 000 kW,0.0,0.0
2021,0662 Gislaved,Totalt,366.0,6.73
2021,0665 Vaggeryd,< 20 kW,200.0,2.05
2021,0665 Vaggeryd,20 kW - 1 000 kW,27.0,1.06
2021,0665 Vaggeryd,> 1 000 kW,0.0,0.0
2021,0665 Vaggeryd,Totalt,227.0,3.11
2021,0680 Jönköping,< 20 kW,1071.0,11.18
2021,0680 Jönköping,20 kW - 1 000 kW,237.0,16.53
2021,0680 Jönköping,> 1 000 kW,2.0,2.16
2021,0680 Jönköping,Totalt,1310.0,29.87
2021,0682 Nässjö,< 20 kW,339.0,3.53
2021,0682 Nässjö,20 kW - 1 000 kW,61.0,3.88
2021,0682 Nässjö,> 1 000 kW,0.0,0.0
2021,0682 Nässjö,Totalt,400.0,7.41
2021,0683 Värnamo,< 20 kW,406.0,4.39
2021,0683 Värnamo,20 kW - 1 000 kW,96.0,7.31
2021,0683 Värnamo,> 1 000 kW,0.0,0.0
2021,0683 Värnamo,Totalt,502.0,11.7
2021,0684 Sävsjö,< 20 kW,144.0,1.48
2021,0684 Sävsjö,20 kW - 1 000 kW,20.0,0.79
2021,0684 Sävsjö,> 1 000 kW,0.0,0.0
2021,0684 Sävsjö,Totalt,164.0,2.27
2021,0685 Vetlanda,< 20 kW,435.0,4.54
2021,0685 Vetlanda,20 kW - 1 000 kW,58.0,2.62
2021,0685 Vetlanda,> 1 000 kW,1.0,1.14
2021,0685 Vetlanda,Totalt,494.0,8.31
2021,0686 Eksjö,< 20 kW,200.0,2.17
2021,0686 Eksjö,20 kW - 1 000 kW,31.0,2.38
2021,0686 Eksjö,> 1 000 kW,0.0,0.0
2021,0686 Eksjö,Totalt,231.0,4.55
2021,0687 Tranås,< 20 kW,170.0,1.64
2021,0687 Tranås,20 kW - 1 000 kW,26.0,1.72
2021,0687 Tranås,> 1 000 kW,1.0,1.2
2021,0687 Tranås,Totalt,197.0,4.56
2021,0760 Uppvidinge,< 20 kW,152.0,1.64
2021,0760 Uppvidinge,20 kW - 1 000 kW,14.0,1.92
2021,0760 Uppvidinge,> 1 000 kW,0.0,0.0
2021,0760 Uppvidinge,Totalt,166.0,3.56
2021,0761 Lessebo,< 20 kW,108.0,1.09
2021,0761 Lessebo,20 kW - 1 000 kW,6.0,0.24
2021,0761 Lessebo,> 1 000 kW,0.0,0.0
2021,0761 Lessebo,Totalt,114.0,1.32
2021,0763 Tingsryd,< 20 kW,251.0,2.62
2021,0763 Tingsryd,20 kW - 1 000 kW,27.0,1.17
2021,0763 Tingsryd,> 1 000 kW,0.0,0.0
2021,0763 Tingsryd,Totalt,278.0,3.79
2021,0764 Alvesta,< 20 kW,217.0,2.3
2021,0764 Alvesta,20 kW - 1 000 kW,34.0,2.88
2021,0764 Alvesta,> 1 000 kW,0.0,0.0
2021,0764 Alvesta,Totalt,251.0,5.18
2021,0765 Älmhult,< 20 kW,291.0,2.93
2021,0765 Älmhult,20 kW - 1 000 kW,14.0,0.77
2021,0765 Älmhult,> 1 000 kW,0.0,0.0
2021,0765 Älmhult,Totalt,305.0,3.69
2021,0767 Markaryd,< 20 kW,123.0,1.13
2021,0767 Markaryd,20 kW - 1 000 kW,15.0,0.47
2021,0767 Markaryd,> 1 000 kW,0.0,0.0
2021,0767 Markaryd,Totalt,138.0,1.61
2021,0780 Växjö,< 20 kW,776.0,7.24
2021,0780 Växjö,20 kW - 1 000 kW,94.0,4.79
2021,0780 Växjö,> 1 000 kW,0.0,0.0
2021,0780 Växjö,Totalt,870.0,12.03
2021,0781 Ljungby,< 20 kW,362.0,3.68
2021,0781 Ljungby,20 kW - 1 000 kW,48.0,2.24
2021,0781 Ljungby,> 1 000 kW,0.0,0.0
2021,0781 Ljungby,Totalt,410.0,5.93
2021,0821 Högsby,< 20 kW,59.0,0.59
2021,0821 Högsby,20 kW - 1 000 kW,10.0,0.6
2021,0821 Högsby,> 1 000 kW,0.0,0.0
2021,0821 Högsby,Totalt,69.0,1.19
2021,0834 Torsås,< 20 kW,151.0,1.59
2021,0834 Torsås,20 kW - 1 000 kW,15.0,0.66
2021,0834 Torsås,> 1 000 kW,0.0,0.0
2021,0834 Torsås,Totalt,166.0,2.25
2021,0840 Mörbylånga,< 20 kW,432.0,3.96
2021,0840 Mörbylånga,20 kW - 1 000 kW,40.0,2.11
2021,0840 Mörbylånga,> 1 000 kW,0.0,0.0
2021,0840 Mörbylånga,Totalt,472.0,6.08
2021,0860 Hultsfred,< 20 kW,157.0,1.46
2021,0860 Hultsfred,20 kW - 1 000 kW,18.0,0.67
2021,0860 Hultsfred,> 1 000 kW,0.0,0.0
2021,0860 Hultsfred,Totalt,175.0,2.13
2021,0861 Mönsterås,< 20 kW,156.0,1.49
2021,0861 Mönsterås,20 kW - 1 000 kW,20.0,1.2
2021,0861 Mönsterås,> 1 000 kW,0.0,0.0
2021,0861 Mönsterås,Totalt,176.0,2.69
2021,0862 Emmaboda,< 20 kW,108.0,1.05
2021,0862 Emmaboda,20 kW - 1 000 kW,9.0,0.31
2021,0862 Emmaboda,> 1 000 kW,0.0,0.0
2021,0862 Emmaboda,Totalt,117.0,1.36
2021,0880 Kalmar,< 20 kW,658.0,6.3
2021,0880 Kalmar,20 kW - 1 000 kW,110.0,6.55
2021,0880 Kalmar,> 1 000 kW,1.0,2.3
2021,0880 Kalmar,Totalt,769.0,15.15
2021,0881 Nybro,< 20 kW,174.0,1.85
2021,0881 Nybro,20 kW - 1 000 kW,22.0,1.15
2021,0881 Nybro,> 1 000 kW,1.0,1.48
2021,0881 Nybro,Totalt,197.0,4.48
2021,0882 Oskarshamn,< 20 kW,281.0,2.86
2021,0882 Oskarshamn,20 kW - 1 000 kW,20.0,0.69
2021,0882 Oskarshamn,> 1 000 kW,0.0,0.0
2021,0882 Oskarshamn,Totalt,301.0,3.55
2021,0883 Västervik,< 20 kW,444.0,4.17
2021,0883 Västervik,20 kW - 1 000 kW,65.0,3.22
2021,0883 Västervik,> 1 000 kW,0.0,0.0
2021,0883 Västervik,Totalt,509.0,7.4
2021,0884 Vimmerby,< 20 kW,151.0,1.57
2021,0884 Vimmerby,20 kW - 1 000 kW,34.0,1.83
2021,0884 Vimmerby,> 1 000 kW,0.0,0.0
2021,0884 Vimmerby,Totalt,186.0,3.4
2021,0885 Borgholm,< 20 kW,437.0,3.77
2021,0885 Borgholm,20 kW - 1 000 kW,47.0,2.57
2021,0885 Borgholm,> 1 000 kW,0.0,0.0
2021,0885 Borgholm,Totalt,484.0,6.34
2021,0980 Gotland,< 20 kW,1166.0,10.3
2021,0980 Gotland,20 kW - 1 000 kW,129.0,5.05
2021,0980 Gotland,> 1 000 kW,0.0,0.0
2021,0980 Gotland,Totalt,1295.0,15.35
2021,1060 Olofström,< 20 kW,143.0,1.32
2021,1060 Olofström,20 kW - 1 000 kW,7.0,0.27
2021,1060 Olofström,> 1 000 kW,0.0,0.0
2021,1060 Olofström,Totalt,150.0,1.59
2021,1080 Karlskrona,< 20 kW,892.0,8.17
2021,1080 Karlskrona,20 kW - 1 000 kW,81.0,7.27
2021,1080 Karlskrona,> 1 000 kW,0.0,0.0
2021,1080 Karlskrona,Totalt,973.0,15.44
2021,1081 Ronneby,< 20 kW,332.0,3.29
2021,1081 Ronneby,20 kW - 1 000 kW,39.0,2.71
2021,1081 Ronneby,> 1 000 kW,0.0,0.0
2021,1081 Ronneby,Totalt,371.0,6.0
2021,1082 Karlshamn,< 20 kW,354.0,3.37
2021,1082 Karlshamn,20 kW - 1 000 kW,36.0,1.76
2021,1082 Karlshamn,> 1 000 kW,0.0,0.0
2021,1082 Karlshamn,Totalt,390.0,5.13
2021,1083 Sölvesborg,< 20 kW,281.0,2.64
2021,1083 Sölvesborg,20 kW - 1 000 kW,24.0,1.48
2021,1083 Sölvesborg,> 1 000 kW,0.0,0.0
2021,1083 Sölvesborg,Totalt,305.0,4.12
2021,1214 Svalöv,< 20 kW,189.0,2.0
2021,1214 Svalöv,20 kW - 1 000 kW,36.0,2.25
2021,1214 Svalöv,> 1 000 kW,1.0,1.44
2021,1214 Svalöv,Totalt,226.0,5.7
2021,1230 Staffanstorp,< 20 kW,293.0,3.22
2021,1230 Staffanstorp,20 kW - 1 000 kW,41.0,1.18
2021,1230 Staffanstorp,> 1 000 kW,0.0,0.0
2021,1230 Staffanstorp,Totalt,334.0,4.4
2021,1231 Burlöv,< 20 kW,129.0,1.23
2021,1231 Burlöv,20 kW - 1 000 kW,24.0,2.28
2021,1231 Burlöv,> 1 000 kW,0.0,0.0
2021,1231 Burlöv,Totalt,153.0,3.51
2021,1233 Vellinge,< 20 kW,482.0,5.2
2021,1233 Vellinge,20 kW - 1 000 kW,57.0,3.03
2021,1233 Vellinge,> 1 000 kW,0.0,0.0
2021,1233 Vellinge,Totalt,539.0,8.24
2021,1256 Östra Göinge,< 20 kW,177.0,1.63
2021,1256 Östra Göinge,20 kW - 1 000 kW,26.0,1.4
2021,1256 Östra Göinge,> 1 000 kW,0.0,0.0
2021,1256 Östra Göinge,Totalt,203.0,3.03
2021,1257 Örkelljunga,< 20 kW,125.0,1.18
2021,1257 Örkelljunga,20 kW - 1 000 kW,17.0,1.41
2021,1257 Örkelljunga,> 1 000 kW,0.0,0.0
2021,1257 Örkelljunga,Totalt,142.0,2.59
2021,1260 Bjuv,< 20 kW,153.0,1.6
2021,1260 Bjuv,20 kW - 1 000 kW,10.0,0.46
2021,1260 Bjuv,> 1 000 kW,0.0,0.0
2021,1260 Bjuv,Totalt,163.0,2.06
2021,1261 Kävlinge,< 20 kW,503.0,5.27
2021,1261 Kävlinge,20 kW - 1 000 kW,37.0,2.33
2021,1261 Kävlinge,> 1 000 kW,0.0,0.0
2021,1261 Kävlinge,Totalt,540.0,7.59
2021,1262 Lomma,< 20 kW,275.0,2.85
2021,1262 Lomma,20 kW - 1 000 kW,16.0,0.62
2021,1262 Lomma,> 1 000 kW,0.0,0.0
2021,1262 Lomma,Totalt,291.0,3.47
2021,1263 Svedala,< 20 kW,276.0,2.93
2021,1263 Svedala,20 kW - 1 000 kW,34.0,2.06
2021,1263 Svedala,> 1 000 kW,0.0,0.0
2021,1263 Svedala,Totalt,310.0,4.99
2021,1264 Skurup,< 20 kW,229.0,2.57
2021,1264 Skurup,20 kW - 1 000 kW,40.0,1.97
2021,1264 Skurup,> 1 000 kW,10.0,15.0
2021,1264 Skurup,Totalt,279.0,19.53
2021,1265 Sjöbo,< 20 kW,297.0,3.17
2021,1265 Sjöbo,20 kW - 1 000 kW,64.0,7.62
2021,1265 Sjöbo,> 1 000 kW,6.0,8.55
2021,1265 Sjöbo,Totalt,367.0,19.34
2021,1266 Hörby,< 20 kW,189.0,1.99
2021,1266 Hörby,20 kW - 1 000 kW,17.0,0.51
2021,1266 Hörby,> 1 000 kW,0.0,0.0
2021,1266 Hörby,Totalt,206.0,2.49
2021,1267 Höör,< 20 kW,246.0,2.37
2021,1267 Höör,20 kW - 1 000 kW,22.0,0.93
2021,1267 Höör,> 1 000 kW,0.0,0.0
2021,1267 Höör,Totalt,268.0,3.3
2021,1270 Tomelilla,< 20 kW,297.0,2.78
2021,1270 Tomelilla,20 kW - 1 000 kW,44.0,2.47
2021,1270 Tomelilla,> 1 000 kW,0.0,0.0
2021,1270 Tomelilla,Totalt,341.0,5.25
2021,1272 Bromölla,< 20 kW,122.0,1.26
2021,1272 Bromölla,20 kW - 1 000 kW,7.0,0.24
2021,1272 Bromölla,> 1 000 kW,0.0,0.0
2021,1272 Bromölla,Totalt,129.0,1.5
2021,1273 Osby,< 20 kW,155.0,1.4
2021,1273 Osby,20 kW - 1 000 kW,14.0,1.82
2021,1273 Osby,> 1 000 kW,0.0,0.0
2021,1273 Osby,Totalt,169.0,3.22
2021,1275 Perstorp,< 20 kW,59.0,0.58
2021,1275 Perstorp,20 kW - 1 000 kW,4.0,0.27
2021,1275 Perstorp,> 1 000 kW,0.0,0.0
2021,1275 Perstorp,Totalt,63.0,0.85
2021,1276 Klippan,< 20 kW,186.0,1.96
2021,1276 Klippan,20 kW - 1 000 kW,20.0,0.83
2021,1276 Klippan,> 1 000 kW,0.0,0.0
2021,1276 Klippan,Totalt,206.0,2.79
2021,1277 Åstorp,< 20 kW,114.0,1.16
2021,1277 Åstorp,20 kW - 1 000 kW,23.0,1.0
2021,1277 Åstorp,> 1 000 kW,0.0,0.0
2021,1277 Åstorp,Totalt,137.0,2.16
2021,1278 Båstad,< 20 kW,279.0,2.69
2021,1278 Båstad,20 kW - 1 000 kW,25.0,1.51
2021,1278 Båstad,> 1 000 kW,0.0,0.0
2021,1278 Båstad,Totalt,304.0,4.2
2021,1280 Malmö,< 20 kW,1157.0,10.56
2021,1280 Malmö,20 kW - 1 000 kW,283.0,17.38
2021,1280 Malmö,> 1 000 kW,1.0,1.26
2021,1280 Malmö,Totalt,1441.0,29.2
2021,1281 Lund,< 20 kW,777.0,7.24
2021,1281 Lund,20 kW - 1 000 kW,116.0,4.06
2021,1281 Lund,> 1 000 kW,0.0,0.0
2021,1281 Lund,Totalt,893.0,11.3
2021,1282 Landskrona,< 20 kW,290.0,2.78
2021,1282 Landskrona,20 kW - 1 000 kW,36.0,2.98
2021,1282 Landskrona,> 1 000 kW,0.0,0.0
2021,1282 Landskrona,Totalt,326.0,5.76
2021,1283 Helsingborg,< 20 kW,757.0,7.9
2021,1283 Helsingborg,20 kW - 1 000 kW,183.0,11.44
2021,1283 Helsingborg,> 1 000 kW,0.0,0.0
2021,1283 Helsingborg,Totalt,940.0,19.34
2021,1284 Höganäs,< 20 kW,346.0,3.32
2021,1284 Höganäs,20 kW - 1 000 kW,53.0,3.04
2021,1284 Höganäs,> 1 000 kW,0.0,0.0
2021,1284 Höganäs,Totalt,399.0,6.37
2021,1285 Eslöv,< 20 kW,416.0,4.4
2021,1285 Eslöv,20 kW - 1 000 kW,61.0,2.08
2021,1285 Eslöv,> 1 000 kW,0.0,0.0
2021,1285 Eslöv,Totalt,477.0,6.48
2021,1286 Ystad,< 20 kW,388.0,4.33
2021,1286 Ystad,20 kW - 1 000 kW,76.0,4.13
2021,1286 Ystad,> 1 000 kW,0.0,0.0
2021,1286 Ystad,Totalt,464.0,8.46
2021,1287 Trelleborg,< 20 kW,453.0,4.9
2021,1287 Trelleborg,20 kW - 1 000 kW,98.0,5.46
